"run","model","control","duration","cattle_culled","sheep_culled","cattlesheep_culled","cattle_vacc"
57,"B","v10",125,3373,15718,0,102173
58,"B","v10",197,3636,30385,0,167151
59,"B","v10",156,4687,51766,0,180261
60,"B","v10",123,2365,13814,0,143196
61,"B","v10",130,3375,21143,0,148152
62,"B","v10",49,1178,9780,0,43509
63,"B","v10",98,1389,14533,0,80608
64,"B","v10",41,1268,8759,0,38683
65,"B","v10",47,1510,3908,0,69215
66,"B","v10",220,3396,27864,0,165977
67,"B","v10",87,2784,20572,0,170824
68,"B","v10",70,2481,16159,0,92490
69,"B","v10",71,2565,11271,0,105745
70,"B","v10",104,2255,22725,0,161332
71,"B","v10",102,997,11090,0,108687
72,"B","v10",87,2922,27722,0,176297
73,"B","v10",135,3042,20428,0,158100
74,"B","v10",187,2237,20699,0,141769
75,"B","v10",125,1057,9471,0,149562
76,"B","v10",171,4734,35638,0,167932
77,"B","v10",110,2209,13185,0,152627
78,"B","v10",126,2777,17819,0,141708
79,"B","v10",355,6362,61812,0,175621
80,"B","v10",124,2392,18858,0,107431
81,"B","v10",160,2757,10624,0,162589
82,"B","v10",120,3404,30033,0,123257
83,"B","v10",120,2694,18037,0,166679
84,"B","v10",91,2225,22831,0,134927
85,"B","v10",96,4342,25786,0,110449
86,"B","v10",129,1575,14769,0,116452
87,"B","v10",105,3502,16742,0,172797
88,"B","v10",77,2201,15820,0,162736
89,"B","v10",113,3476,18331,0,132527
90,"B","v10",106,3505,22426,0,159546
91,"B","v10",81,2143,25580,0,138022
92,"B","v10",28,872,6070,0,34297
93,"B","v10",401,3219,23237,0,173353
94,"B","v10",63,1453,7727,0,118648
95,"B","v10",90,1872,10601,0,100735
96,"B","v10",101,2209,12146,0,116730
97,"B","v10",103,1710,10233,0,116940
98,"B","v10",158,4616,22460,0,186144
99,"B","v10",120,3437,22578,0,152472
100,"B","v10",84,2545,17571,0,142408
